
elmtloads
       108   1   0   0   0   0   0 
       305   1   0   0   0   0   0 
       850   1   0   0   0   0   0 
       887   1   0   0   0   0   0 
       923   1   0   0   0   0   0 
       947   1   0   0   0   0   0 
      1052   1   0   0   0   0   0 
      1064   0   1   0   0   0   0 
      1066   1   0   0   0   0   0 
      1093   1   0   0   0   0   0 
      1227   0   1   0   0   0   0 
      1676   0   1   0   0   0   0 
      1757   1   0   0   0   0   0 
      1762   1   0   0   0   0   0 
      1766   1   0   0   0   0   0 
      1768   1   0   0   0   0   0 
      1770   1   0   0   0   0   0 
      1832   1   0   0   0   0   0 
      1835   1   0   0   0   0   0 
      1854   0   1   0   0   0   0 
      1904   1   0   0   0   0   0 
      1920   0   0   1   0   0   0 
      1952   1   0   0   0   0   0 
      1984   1   0   0   0   0   0 
      2030   1   0   0   0   0   0 
      2033   1   0   0   0   0   0 
      2123   1   0   0   0   0   0 
      2124   1   0   0   0   0   0 
      2130   1   0   0   0   0   0 
      2133   1   0   0   0   0   0 
      2142   1   0   0   0   0   0 
      2146   1   0   0   0   0   0 
      2172   1   0   0   0   0   0 
      2205   1   0   0   0   0   0 
      2212   1   0   0   0   0   0 
      2221   1   0   0   0   0   0 
      2261   1   0   0   0   0   0 
      2269   1   0   0   0   0   0 
      2289   1   0   0   0   0   0 
      2291   1   0   0   0   0   0 
      2292   1   0   0   0   0   0 
      2339   1   0   0   0   0   0 
      2344   1   0   0   0   0   0 
      2378   1   0   0   0   0   0 
      2379   1   0   0   0   0   0 
      2385   0   1   0   0   0   0 
      2392   1   0   0   0   0   0 
      2405   1   0   0   0   0   0 
      2423   1   0   0   0   0   0 
      2426   1   0   0   0   0   0 
      2428   1   0   0   0   0   0 
      2454   1   0   0   0   0   0 
      2463   1   0   0   0   0   0 
      2529   1   0   0   0   0   0 
      2542   1   0   0   0   0   0 
      2551   1   0   0   0   0   0 
      2559   1   0   0   0   0   0 
      2564   1   0   0   0   0   0 
      2649   1   0   0   0   0   0 
      2651   1   0   0   0   0   0 
      2653   1   0   0   0   0   0 
      2654   0   1   0   0   0   0 
      2659   1   0   0   0   0   0 
      2662   1   0   0   0   0   0 
      2664   1   0   0   0   0   0 
      2706   1   0   0   0   0   0 
      2710   1   0   0   0   0   0 
      2721   1   0   0   0   0   0 
      2800   1   0   0   0   0   0 
      2839   1   0   0   0   0   0 
      2841   1   0   0   0   0   0 
      2845   1   0   0   0   0   0 
      2861   0   0   0   1   0   0 
      2863   1   0   0   0   0   0 
      2864   0   1   0   0   0   0 
      2869   1   0   0   0   0   0 
      2882   1   0   0   0   0   0 
      2889   0   1   0   0   0   0 
      2892   1   0   0   0   0   0 
      2930   1   0   0   0   0   0 
      2933   1   0   0   0   0   0 
      2991   1   0   0   0   0   0 
      3009   1   0   0   0   0   0 
      3014   1   0   0   0   0   0 
      3016   0   0   0   1   0   0 
      3030   1   0   0   0   0   0 
      3036   1   0   0   0   0   0 
      3094   1   0   0   0   0   0 
      3104   1   0   0   0   0   0 
      3114   1   0   0   0   0   0 
      3115   1   0   0   0   0   0 
      3221   1   0   0   0   0   0 
      3342   1   0   0   0   0   0 
      3402   0   0   0   1   0   0 
      3546   1   0   0   0   0   0 
      3559   1   0   0   0   0   0 
      3562   0   1   0   0   0   0 
      3617   1   0   0   0   0   0 
      3644   1   0   0   0   0   0 
      3648   1   0   0   0   0   0 
      4164   1   0   0   0   0   0 
      4338   1   0   0   0   0   0 
      4522   1   0   0   0   0   0 
      4667   0   1   0   0   0   0 
      4868   1   0   0   0   0   0 
      4918   1   0   0   0   0   0 
      4924   1   0   0   0   0   0 
      4949   1   0   0   0   0   0 
      5030   1   0   0   0   0   0 
      5031   1   0   0   0   0   0 
      5037   1   0   0   0   0   0 
      5093   1   0   0   0   0   0 
      5103   1   0   0   0   0   0 
      5108   1   0   0   0   0   0 
      5117   1   0   0   0   0   0 
      5118   0   0   0   1   0   0 
      5131   1   0   0   0   0   0 
      5143   1   0   0   0   0   0 
      5192   1   0   0   0   0   0 
      5223   0   1   0   0   0   0 
      5268   1   0   0   0   0   0 
      5274   1   0   0   0   0   0 
      5275   0   0   0   1   0   0 
      5285   1   0   0   0   0   0 
      5287   1   0   0   0   0   0 
      5291   0   0   0   1   0   0 
      5292   1   0   0   0   0   0 
      5309   1   0   0   0   0   0 
      5361   1   0   0   0   0   0 
      5413   1   0   0   0   0   0 
      5414   1   0   0   0   0   0 
      5437   1   0   0   0   0   0 
      5452   1   0   0   0   0   0 
      5456   1   0   0   0   0   0 
      5457   1   0   0   0   0   0 
      5458   1   0   0   0   0   0 
      5474   1   0   0   0   0   0 
      5481   1   0   0   0   0   0 
      5487   1   0   0   0   0   0 
      5517   1   0   0   0   0   0 
      5523   1   0   0   0   0   0 
      5533   1   0   0   0   0   0 
      5605   1   0   0   0   0   0 
      5627   1   0   0   0   0   0 
      5628   1   0   0   0   0   0 
      5654   1   0   0   0   0   0 
      5657   1   0   0   0   0   0 
      5666   1   0   0   0   0   0 
      5672   1   0   0   0   0   0 
      5673   1   0   0   0   0   0 
      5709   1   0   0   0   0   0 
      5729   1   0   0   0   0   0 
      5784   1   0   0   0   0   0 
      5792   1   0   0   0   0   0 
      5826   1   0   0   0   0   0 
      5831   1   0   0   0   0   0 
      5842   1   0   0   0   0   0 
      5844   1   0   0   0   0   0 
      5885   1   0   0   0   0   0 
      5935   0   0   0   1   0   0 
      5948   1   0   0   0   0   0 
      5950   0   0   1   0   0   0 
      6040   1   0   0   0   0   0 
      6153   1   0   0   0   0   0 
      6154   0   0   1   0   0   0 
      6180   1   0   0   0   0   0 
      6194   1   0   0   0   0   0 
      6220   1   0   0   0   0   0 
      6235   0   1   0   0   0   0 
      6236   1   0   0   0   0   0 
      6263   1   0   0   0   0   0 
      6267   1   0   0   0   0   0 
      6292   1   0   0   0   0   0 
      6295   1   0   0   0   0   0 
      6296   1   0   0   0   0   0 
      6297   1   0   0   0   0   0 
      6300   1   0   0   0   0   0 
      6323   1   0   0   0   0   0 
      6338   1   0   0   0   0   0 
      6339   1   0   0   0   0   0 
      6341   1   0   0   0   0   0 
      6514   1   0   0   0   0   0 
      6559   1   0   0   0   0   0 
      6580   1   0   0   0   0   0 
end elmtloads
return
