constrainpmec
         8 0 0 1 0
         9 0 0 1 0
        10 1 1 0 0
        11 1 1 1 0
        15 1 1 0 0
        16 1 1 0 0
        84 0 0 0 1
       112 1 1 0 0
       113 1 1 0 0
       114 1 1 0 0
       143 0 0 0 1
       144 1 1 0 0
       151 1 1 0 0
       152 1 1 0 0
       153 1 1 0 0
       165 0 0 1 0
       166 1 1 0 0
       167 1 1 1 0
       184 0 0 0 1
       185 0 0 0 1
       186 0 0 0 1
       188 1 1 0 0
       189 1 1 0 0
       190 1 1 0 0
       207 0 0 1 0
       210 0 0 1 0
       211 0 0 1 0
       212 0 0 1 0
       221 1 1 0 0
       226 1 1 0 0
       228 1 1 0 0
       252 1 1 0 0
       253 1 1 0 0
       254 1 1 0 0
       257 0 0 0 1
       258 0 0 0 1
       263 1 1 0 1
       264 1 1 0 0
       265 0 0 0 1
       266 0 0 0 1
       268 1 1 0 0
       269 1 1 0 0
       270 1 1 0 1
       274 1 1 0 0
       275 1 1 0 0
       276 1 1 0 0
       284 0 0 0 1
       285 0 0 0 1
       288 1 1 0 1
       289 1 1 0 0
       290 1 1 0 0
       291 1 1 0 1
       294 0 0 1 0
       298 1 1 0 0
       302 1 1 0 0
       303 1 1 0 0
       306 0 0 0 1
       307 0 0 0 1
       333 1 1 0 0
       334 1 1 0 0
       335 1 1 0 0
       336 1 1 0 0
       367 1 1 0 0
       368 1 1 0 0
       369 1 1 0 0
       372 1 1 0 0
       373 1 1 0 0
       374 1 1 0 0
       379 0 0 0 1
       380 0 0 0 1
       381 0 0 0 1
       387 0 0 0 1
       393 1 1 0 0
       394 1 1 0 0
       395 1 1 0 0
       399 0 0 1 0
       400 1 1 0 0
       401 1 1 1 0
       402 1 1 0 0
       403 1 1 0 0
       405 0 0 1 0
       406 0 0 1 0
       407 0 0 1 0
       409 1 1 0 0
       411 1 1 0 0
       412 0 0 1 0
       413 1 1 1 0
       414 1 1 1 0
       416 1 1 0 0
       426 1 1 0 0
       427 1 1 1 0
       428 1 1 1 0
