coordinates
               1  -5.000000000000e-02  -5.000000000000e-02   5.000000000000e-01 
               2  -5.000000000000e-02  -5.000000000000e-02   4.000000000000e-01 
               3  -5.000000000000e-02   5.000000000000e-02   4.000000000000e-01 
               4  -5.000000000000e-02   5.000000000000e-02   5.000000000000e-01 
               5   5.000000000000e-02  -5.000000000000e-02   5.000000000000e-01 
               6   5.000000000000e-02  -5.000000000000e-02   4.000000000000e-01 
               7   5.000000000000e-02   5.000000000000e-02   4.000000000000e-01 
               8   5.000000000000e-02   5.000000000000e-02   5.000000000000e-01 
               9  -5.000000000000e-02  -5.000000000000e-02   3.000000000000e-01 
              10  -5.000000000000e-02   5.000000000000e-02   3.000000000000e-01 
              11   5.000000000000e-02  -5.000000000000e-02   3.000000000000e-01 
              12   5.000000000000e-02   5.000000000000e-02   3.000000000000e-01 
              13  -5.000000000000e-02  -5.000000000000e-02   2.000000000000e-01 
              14  -5.000000000000e-02   5.000000000000e-02   2.000000000000e-01 
              15   5.000000000000e-02  -5.000000000000e-02   2.000000000000e-01 
              16   5.000000000000e-02   5.000000000000e-02   2.000000000000e-01 
              17  -5.000000000000e-02  -5.000000000000e-02   1.000000000000e-01 
              18  -5.000000000000e-02   5.000000000000e-02   1.000000000000e-01 
              19   5.000000000000e-02  -5.000000000000e-02   1.000000000000e-01 
              20   5.000000000000e-02   5.000000000000e-02   1.000000000000e-01 
              21  -5.000000000000e-02  -5.000000000000e-02   0.000000000000e+00 
              22  -5.000000000000e-02   5.000000000000e-02   0.000000000000e+00 
              23   5.000000000000e-02  -5.000000000000e-02   0.000000000000e+00 
              24   5.000000000000e-02   5.000000000000e-02   0.000000000000e+00 
              25  -5.000000000000e-02  -5.000000000000e-02  -1.000000000000e-01 
              26  -5.000000000000e-02   5.000000000000e-02  -1.000000000000e-01 
              27   5.000000000000e-02  -5.000000000000e-02  -1.000000000000e-01 
              28   5.000000000000e-02   5.000000000000e-02  -1.000000000000e-01 
              29  -5.000000000000e-02  -5.000000000000e-02  -2.000000000000e-01 
              30  -5.000000000000e-02   5.000000000000e-02  -2.000000000000e-01 
              31   5.000000000000e-02  -5.000000000000e-02  -2.000000000000e-01 
              32   5.000000000000e-02   5.000000000000e-02  -2.000000000000e-01 
              33  -5.000000000000e-02  -5.000000000000e-02  -3.000000000000e-01 
              34  -5.000000000000e-02   5.000000000000e-02  -3.000000000000e-01 
              35   5.000000000000e-02  -5.000000000000e-02  -3.000000000000e-01 
              36   5.000000000000e-02   5.000000000000e-02  -3.000000000000e-01 
              37  -5.000000000000e-02  -5.000000000000e-02  -4.000000000000e-01 
              38  -5.000000000000e-02   5.000000000000e-02  -4.000000000000e-01 
              39   5.000000000000e-02  -5.000000000000e-02  -4.000000000000e-01 
              40   5.000000000000e-02   5.000000000000e-02  -4.000000000000e-01 
              41  -5.000000000000e-02  -5.000000000000e-02  -5.000000000000e-01 
              42  -5.000000000000e-02   5.000000000000e-02  -5.000000000000e-01 
              43   5.000000000000e-02  -5.000000000000e-02  -5.000000000000e-01 
              44   5.000000000000e-02   5.000000000000e-02  -5.000000000000e-01 
end coordinates
return
