initialstress
           1  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
           2  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
           3  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
           4  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
           5  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
           6  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
           7  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
           8  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
           9  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          10  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          11  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          12  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          13  -6.09681848E-03  -6.09681848E-03  -1.20000010E-02   0.00000000       0.00000000       0.00000000    
          14  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          15  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          16  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          17  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          18  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          19  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          20  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          21  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          22  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          23  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          24  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          25  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          26  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          27  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          28  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          29  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          30  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          31  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          32  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          33  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          34  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          35  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          36  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          37  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          38  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          39  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
          40  -6.09681755E-03  -6.09681755E-03  -1.20000001E-02   0.00000000       0.00000000       0.00000000    
