coordinates
               1  -5.000000000000e-01   0.000000000000e+00   4.000000000000e-01 
               2  -4.903926402016e-01  -9.754516100806e-02   4.000000000000e-01 
               3  -3.861291706799e-01  -8.034713804693e-02   4.000000000000e-01 
               4  -4.000000000000e-01   0.000000000000e+00   4.000000000000e-01 
               5  -5.000000000000e-01   0.000000000000e+00   5.000000000000e-01 
               6  -4.903926402016e-01  -9.754516100806e-02   5.000000000000e-01 
               7  -3.861509257047e-01  -8.034345331408e-02   5.000000000000e-01 
               8  -4.000000000000e-01   0.000000000000e+00   5.000000000000e-01 
               9  -4.619397662556e-01  -1.913417161825e-01   4.000000000000e-01 
              10  -3.499410759440e-01  -1.562181440316e-01   4.000000000000e-01 
              11  -4.619397662556e-01  -1.913417161825e-01   5.000000000000e-01 
              12  -3.500441399819e-01  -1.562066574530e-01   5.000000000000e-01 
              13  -4.157348061513e-01  -2.777851165098e-01   4.000000000000e-01 
              14  -3.118157650747e-01  -2.376951916212e-01   4.000000000000e-01 
              15  -4.157348061513e-01  -2.777851165098e-01   5.000000000000e-01 
              16  -3.118448679989e-01  -2.376935477160e-01   5.000000000000e-01 
              17  -3.535533905933e-01  -3.535533905933e-01   4.000000000000e-01 
              18  -2.737661605477e-01  -3.122538268027e-01   4.000000000000e-01 
              19  -3.535533905933e-01  -3.535533905933e-01   5.000000000000e-01 
              20  -2.738035639590e-01  -3.122489597288e-01   5.000000000000e-01 
              21  -2.777851165098e-01  -4.157348061513e-01   4.000000000000e-01 
              22  -2.435371322077e-01  -3.687369179469e-01   4.000000000000e-01 
              23  -2.777851165098e-01  -4.157348061513e-01   5.000000000000e-01 
              24  -2.435496000114e-01  -3.687352955889e-01   5.000000000000e-01 
              25  -1.913417161825e-01  -4.619397662556e-01   4.000000000000e-01 
              26  -1.790932823966e-01  -3.781848181865e-01   4.000000000000e-01 
              27  -1.913417161825e-01  -4.619397662556e-01   5.000000000000e-01 
              28  -1.790601195654e-01  -3.782221208867e-01   5.000000000000e-01 
              29  -9.754516100806e-02  -4.903926402016e-01   4.000000000000e-01 
              30  -9.498555231253e-02  -3.887828765312e-01   4.000000000000e-01 
